platform,title_message_lemmatized
android,ранний откликаться номер тело требовать почему номер
android,выкидывать всякий город удалять
android,искать свой город выдавать мск область спб недоработать
android,основное один вакансия такси лагаета полный жать вакансия заведовать склад открываться такси максим жать вакансия администратор открываться электрогазосварщик смотреть ниже пункт тот вакансия якобы заходить такой множество очень сыро
android,советовать вакансия таксист сотрудник пятёрочка
android,точно человек говорят искать вакансия везде твой город запрос водитель установка критерий поиск мой город +15км показать вакансия везде кроме мой город
android,удобный выбирать определённый город радиус показывать возможно липицк москва татарстан явно радиус километр
android,самый тупой безобразный сервис местоположение пихать который никак поменять искать удалённый работа лола вакансия мой профессия время потратить hh ряд стоялый зарплата хороший идея деньга тратить тупой реклама
android,поиск работать выбирать свой город результат выдавать город выбрать отвратительный сносить
android,постоянно слетать
android,один кадровый агенствапрямый работодатель
android,фильтр жить сахалин выставлять свой город предлагать вакансия преимущественно москва красиво
android,самый пантовый тупой нечего найти лишный трата время
ios,ребёнок резюме требовать ребёнок
ios,программа видеть смысл программыесть hh другиеустановить ради пробыпоиск плохойвыставить свой регион равно выдавать район минимум 500 километр
android,просто блокнуль тип написать карьер кто работать тд ток начать работать тупо добавлять такой
android,спасибо модератор сказать модератор сколько опыт работа секрет
android,работаетвисеть картинка буква hh
android,неудобный убожеский
android,отвратительный модератор самый тупой работать год почему должный делать отчёт анкета почему модер решать должный отчитываться последний год заполнить опыт работа тот профессия который искать работать профессия работодатель интересно искать именно опыт работа тот профессия который нужный тупизм диктатура
android,даэя работать задний место
android,плохой который предлагать работа краснодарский край жить ростов дон
android,ужасно мочь зайти миллион пароль явка сколько хер ради вшивый объявление че фсб устраиваться работать бь
android,присылать спам пушить
ios,печально пища тот информация какой хотеть выгодно отвратительный
android,отстойный
android,ужасный очень мало вакансия находить
android,фильтр работать один таксопарка карта выдавать
android,такой ощущение просто краткий информация другой работный сайт брать один описание каждый вакансия
android,работать
android,фильтрация поиск неработать
android,ребята реклама омерзительный просто тошнить слышать сарания
android,общий искать другой город который нужный показать пара вокансия мой город думать кроме категория выбор профессия полный список разный профессия мужчина макушка работать охранник складской грузчик главный платить достаточно хотеться полный список профессия город который жить выбрать вкус зарплата спасибо
android,ре раз переустанавливать 10 мина работать выкидывать возможно зайти выскакивать ошибка писать служба поддержка ответ доработаить либо удалить
android,минута попользоваться удалить неудобный ххра авить юла сравнить простота важный
android,очень писать определённый регион поиск вакансия выдавать вакансия который москва недоработаный
android,самый бестолковый сайт жить краснодар работа москва вахта
android,ужасжить елизовокамчатский крайпоказывать работа 30км менягбрянскточноа москва 35 километр
android,показывать объявление абсолютно другой город
android,люба выставить фильтр работать хотеть показывать маленький поставить больший радиус поиск график работа итд пользоваться просто удобно время хороший аналог
android,нету один объявление прямая работодатель 99и кадровый агентство блокироватый кислород нахлебник создавать связ работник работодатель надоесть посредник искать работа найти
android,указывать вакансия свой город лезть куча другой город удалять
android,продавец пяторочки водитель серьёзно постаром искать точно
android,вакансия мало установка фильтр реагировать запрос вакансия амурский область выдавать вакансия москва янао растроить очень сильно
ios,дерьмоприложение вбивать геодать регион предлагать москва область россия авить выбор
android,сайт отслеживаться нарушение работадатель указание ограничение возраст соискатель
android,работа
android,постоянно блокироваться резюме модератор видимый причина удалять правда знаете происходить резюме ваш сайт оторвать жи сходить модератор подрабатывать работа ру ещё бывать резюме устраивать пара неделя блокировка
android,добавить опция подписка вакансия конкретный работодатель
android,установить понимать большой часть кнопка переход кликабельный вопрос разработчик кой ляд народ такой просто полюбопытствовать найти работа сделать плз
android,пока результат понравиться адрес работодатель искать карта
android,удалять оно вопрос польза родственник маленький знать запрашивать хотеть работа найти попасть исповедь какой рассказать показать бред
android,писать опыт работа находить инженер атомный станция поиск тупой
android,хлам хороший ру думать сам никто работодатель отвечать весь показуха
android,модератор кончить идиот заблокировать мой резюме видеть стаж последний год стаж работать год неофициально писать мга ваш тупой ответ тип извинитенаписать проблема строить швейцария россия жить
android,мочь зайти постоянно иннета просить весь правильно быть пользоваться фууууа
android,постоянно говорить интернет хотя 4g полный ловить
android,плохой потамучто нечего
android,самый убогий который встречать интерфейс удобство
android,ваш пароль устарелый пароль хотеть менять получать единица каждый сайт требовать сколько пароль должный помнить
android,врач пульмонолог экг сделать касаться молодая человек женщина
android,непонятно следующий почему давать свой объявление кадровый агентство прямая работодатель посредник брать деньга свой услуга разработчик причина
ios,недоработка разработчик самый большой минус сей пора попадаться пирамида ранг проверить работодатель факт tiens китайский бады ещё огромный минус введение желаемый зарплата соискатель сумма указываться рука сохранение просто писаться такой сумма рубль каждый попугай собеседование объяснять желаемый оклад желаемый сумма рука работодатель видеть приписка рука недоработка сайт исправить отдельно сказать просто неадекватный работодатель резюме полностью соответствовать вакансия почему приходить отказ странно очень фейка который набирать никто факт удалять сайт
ios,отзыв бессмысленный необходимый установить жёсткий рамка компания штраф несоблюдение работа hhru
android,один вакансия таксист
android,требоваться один таксист
android,один компания начинать спамить свой объявление весь страница компания возможность исключить компания поиск
android,искать работа администратор свой город фильтр поставить радиус 10 километр список выдавать один очередь вахта город 5000 километр мой город радиус мой город показывать вакансия водитель такси окуенный фильтр задолбаться щёлкать фильтр интересовать вахтовый вакансия равно предлагать сносить чёрт скачать другой
android,один реклама толк ноль зря потратить время
android,глючить жутковбить дать постоянно самопроизвольно искажаютсясохранение никак помогать очень сырой
android,вакансия сфера it считать
android,глюченой открывать вакансия открываться другой вакансия пункт ниже список
android,нормальный настройка фильтр вакансия один такси настройка нажимать скрывать вакансия агентство равно вакансия лезть сделать нормальный фильтр исключать слово тип такси тд
android,ужасный устанавливать
android,сайт полный фильтр работать выбирать город ты выдавать подряд один агенство такси шляпа
android,немочь найти работа
android,фильтр работать плохо ряд работа показывать мало либо другой город
android,почему глючить нажимать выбрать вакансию показывать совершенно иной
android,выбирать свой город один 10 вакансия мой город далёкий весь россия предлагать
android,удобно провильно весь хотеть вакансия город подыскать получаетсье весь другой показывать недорозумение
android,ужасный забивать город расстояние 10 километр выдавать 1000 километр другой город
android,мой город один вакансия показывать
android,понравиться вакансия повторяться подряд найти сделать вакансия появляться мой город недоработать
ios,неудобный очень сильно зависать
android,договор являться прямая доказательство ваш фирма быть отправлять ваш подоходный налог 13 налоговый взыскать обязательно быть договор указать смешной зп от10 20тр
android,вакансия работодатель прверяютить выдаваться совершенно бредовый предложение тип фейковый премьерминистр отписаться услуга продолжать долбить спам предлагать два вакансия совпадать мой запрос друг конец свет вместо ряд дом оба агенство просить агенство беспокоить
ios,отзыв работа супер джоб возможность прикрепить готовый файл резюме фото пример работа
android,определить местонахождений поиск указывать конкретно именно хотеть получить вакансия какой хмна выдавать место друг конец материк ряд домомблин
android,сворачивать пара минута заново заходить сбиваться вакансия который зайти updспасибо ждать
android,потрясать сразу найти 1967456 потратить нерв знаете потрясающе ах провести серьёзный иследование вдохновить замачательный душераздирающий выяснить межгалактический поворотник ваза 2106 связать блютус гарнитура ваш gavno весь спасибо внимание
android,блокировать резюме заставлять врать разблокировать
android,oilx полно сеть маркетинг
android,один агентствапый трудовой сложно устроиться
android,работа основное гражданин рф страна снг
android,обновление исчезнуть резюме отклик связь работодатель смочь найти два резюме откатиться изменение название измениться предыдущий ненадежно хотя пользоваться нравиться
android,отвратительнка столько сложностейпарольтелефонроботостаться семейный положение ореинтация толк ноль
android,модератор привет
android,резюме электронный просто отправить никак какой заполнялка заполнять
android,норма
android,очень удобно выбор специализация нужно выбрать ограниченный количество специализация
ios,отстой фильтр работать резюме выкладываться показывать выкладываться
ios,отстой тупо блокировать резюме исправляться сутки пробывать оставить непонятный причина блокировать отстойный преложение
android,писать график работа вахта искать ряд дом
android,разводвакансия один кликаешьсовсем тот
android,поиск убрать вакансия определённый слово например такси кассир открыть карта расположение работодатель вовнешний гууглый карта хз копировать возможность зарплатар человек потянуться крайняк яндекс работа
android,показывать вакансия весь страна помимо выбрать город
android,огорчить один весь время перескакивать объявление который нажимать какой соседний второе исключить поиск организация который интересный очень усложнять приходиться тратить время пустовать например вакансия пятёрочка перекрёсток очень многоа абсолютно интересовать 79 объявление минимум 40 организация остальной вакансия водитель яндекс таксимоё мнение дать пока делать нечего
android,вылетать
android,сырой
android,отфильтровывать вакансия место жительство показывать весь страна город
android,отвратительный
android,самый здротный приложениечто виделперестать работать
android,полнять граф город весь время писать москва ростов дон
android,ужасный вакансия открывать пятёрочка уважаемый разработчик предложение тол к пятёрочка предлогать либо доработать нормальный либо удалить ещё тв крутить реклама такой приложенияужаспросто
android,реклама телик отличный херовый написать разработчик лишь бабка срубить
android,ужасный поставить интересовать фильтр вакансия выдавать разный город вахта
android,вылетать открытие системный остановка перезапуск давать результат
android,разработчик почему выбор город равно показывать число москва питер ульяновск тд москва находиться среднее 1600 километр уральский гора вакансия оттуда расстояние поиск поставить 30км исправлять полностью рабочий
android,поиск глючить звезда учиться кодить парень
ios,неплохо работать стабильно проблема ставить балл остальной балл потерять вместе юзабилить данный отсутствовать мелкий фич который улучшить переход назад свайпомтэг
ios,поиск сотрудник работодатель мочь сделать поиск сотрудник программа видеть поиск работа соискатель
ios,один агенство работа водитель таксист
ios,удалять сырой продукт удобный поиск вакансия выдавать вакансия вперемежку
ios,ужасно удобно пользоваться
android,соискатель гражданин рф рвп внж рф раздел гражданство поставить страна работодатель рассматривать резюме многие работодатель готовый принять работа человек рвп внж рф уважаемый разработчик добавить раздел указать дать соискатель ещё многие работодатель указывать график работа сколька сколька обратить внимание
android,написать жалоба работодатель пришлый письмо почта просьба уточнить причина писать ответ оказаться никуда тобыть обратный связь объявление свой сайт нести ответственность 80 объявление жулнечество мошенничество
android,писать свой город итог выдавать бред предел галактика
ios,ерунда инструмент поиск работа тупой настройка поиск логический
android,установить войти иметься пароль мочь писать попробовать снова сайт зарегистрировать ранее сайт тот пароль написать поддержка посоветовать сменить пароль вход сайт достаточно старое пароль войти подавать новый устраивать плохо один звезда
android,сказать пожалуйста один тот вакансия постоянно раз месяц никто смотреть отклик странно 888 вакансия остальной 10 18
android,мочь найти рездеть достижение удалить старое отклик подтягивать резюме другой ресурс учиться sj недружелюбный интерфейс дизайн начало 2000 пока троечка
android,смысл блокировать анкета хотеть найти работа написать книга вместо резюме почему время нужно обновлять анкета мой дело писать мочь советовать требовать блокировать
android,заплатить найти искать работучтоба заработать деньгиа заработатьнужный заплатить перевести деньга работа найти цинично менять концепция
android,оповещение приходить работа вообщеэтый тот нужный город приходить смысл понятно толковый неделя тест один радовать пока бесплатно
android,сделать оно работать висеть столько высокопарный слово прекрасно
android,несколько год трудоустроить помощь ваш программа ещё вечный придирка админовый модеровпереть составление анкета
android,модаратор сменить тупой давать выложить резюме блокировать постоянно удалять
android,неудобный поиск видеть большой город
android,очень удобный поиск работа сайт вакансия представить поиск являться актуальный сайт очень требовательный человек который искать работа
android,работать фильтр местоположение вакансия выдавать результат разный город
android,мало работа специалист высокий класс многий специальность ключевой слово вакансия мало реклама прикольный сервис
android,заголовок соответствовать начинка выбирать список например специалист поиск водитель развернуть вид консультант мтс курьер доставка еда итог просто таксист яндекс
android,самый бестолковый функция который избранный обновление резюме избранный исчезать удобно неттак отложить вакансия искать просто интернет помощь отсутствовать поиск название организация раздел формироваться исключительно последний место работа странно работать фильтр расстояние работа указанный 5км выдавать 20 25км
android,hh намного удобный показывать вакансия другой город
android,геолокация нужный список разный город выдавать
android,почему другой город навязываетво поиск указывать городтерять время листать ненужный информация
android,недопилить контент фильтр работать искать задать нужно работа хакасия жить спб
android,поиск вроде указанный город выдавать вакансия совершенно друго город жаль
android,город поиск выбрать
ios,слабый идти какой сравнение hh вручную выбрать зп 10 35 тд очень неудобно скрыть резюме выбрать компания искать работа организация должность подтягивать какой вакансия который мой должность резюме иметь никакой отношение поиск вакансия удобный superjob гораздо
android,шляпа вакансия просто ппц знакомый найти подобный куча прямая работодатель тупой одинаковый собеседование
android,супер вакансия 99 кидаловый учить тк рф обмануть
android,готовтесь кто контакт забитый ваш номер телефон сразу узнать искать работа сколько день заходить иметься возможность знакомиться ваш резюме люба человек ваш номер контакт sj считать нормальный
android,открываться
android,поганый тупой прилодение
android,ввод пароль телефон зраза перезагружаться удалять
android,выдавать вариант кроме запросить
android,невозможно листать вакансия некоторый улетать невидимка хотя наоборот хотеть её рассмотреть просто успеть прочитать невидимка вернуть знать
android,получаться зврегистрироваться
android,мочь понять почему модератор каждый блакировать резюме весь вроде заполнять правильно опыт работа указывать весь менять 100 разобраться
android,понятный
android,резюме английский почему стать
android,тяжело резюме подать хотеть указать указывать пропускать
ios,очень стать странный работодатель очень компания ип сомнительный дать проверка контры агент откровенно мошеннический схема работа тип бесплатный обучение оклад 40 000 месяц факт предлагать смена 2000 смена режим работа сутки какой 40 000 месяц странный работодатель составлять такой предложение представлять какой iq доходить кандидат
android,отстой
android,просто ужасный начало довести ум запускать реклама сбрасываться дать профиль заполнение поиск вакансия учёт фильтр просто стоить смоленск два запись расстояние работа метро московский показывать вакансия москва результат далёкий пыть яха далее удалить добрый
android,удалять подборка подписка
android,пока работать
android,постоянно вылетать выдавать ошибка нажимать один вакансия открываться другой
android,ставить определённый город находить везде
android,невозможно зарегистрироваться набор контактный номер писать произойти сбой исправить пожалуйста
android,ужасный фильтр поставить поиск радиус километр результат выдать новый уренгой магадан близко
android,понравиться пишесать поиск город новороссийск показывать город исправить пожалуйста
android,полный гоно такой говно видеть ещё задавать фильтр зарплата далёкий 15 километр место нахождение давать работа 1500 километр определять твой местоположение правильно последний лопата говно такой расстояние хрен водитель яндекс такси либо грузчик склад подмосковье полный пизец удача разработчик данный
android,уебище
ios,неудобный поиск опция поиск несколько область россия целое долбаный кнопка выбор регионаопределять местоположение диапазон 30 километр весь город возможность скрыть вакансия определённый компания мусорка 3000 вакансия пятёрочка абсолютно нерелевантный запрос заставлять проделывать куча ненужный работа поиск строго слово слово возможность исключить результат определённый слово сыро непродуманный
android,отстой несколько день высылать один тот вакансия новый вакансия какой чёрт слать уведомление
android,список подходящий вакансия скрыть вакансия анонимный компания список распухнуть ерунда
android,самый никчёмный требовать какиета картинка отмечать
android,висеть фон запоминать позиция поиск добавить пункт отзыв работодатель
android,неплохой основное удобно пользоваться понятно выбор вакансия год назад тот компания тот вакансия мусор выбрать настоящее фильтр никакой вывод вакансия непонятный раздел безопасность например выводиться сторож слесарить айтишник обьединение вакансия компания итог один объявление разный соус страница тройка
android,советовать вакансия маленький авить модерация резюме ужасный работодатель похоже проверять резюме постоянно блокировать спасибо тестер ваш постоянно весь исправлять
android,почему усложнять почему написать один резюме рассылать работодатель изменить желаемый должность работодатель равно собеседование проводить какой сложность модератор пропускать
android,ерунда полный мочь войти старое пароль зарегистрировать новый выдавать какой проблема быть искать другой работа
android,почему обязательно регистрироватьсять хочучтоба спам забрасывать
android,половина звезда поставить
ios,haкай hren hh выбирать грузчик погрузчик уборщик предложить пройти детектор лживопрос знаток идиот сидеть отдел кадр
android,рекомендовать
android,самовольно поменять текст вакансия предупреждение случайно заметить день пройти менеджер знать мол сам дурак такой написать текст наш человек разный устройство одобрять вакансия публикация сохранять правка публиковать сутки 45 показ вакансия помощник руководитель просмотр 24 левый отклик текст вакансия наш
android,разместить вакансия соискатель работа очень мало предложение ориентироваться кадровый агентство который пошлять разработка данный
android,скачать сразу удалить пусто смотреть вакансия специальность пока зало 26 москва питер половина прошлогодний зарплата ниже ниснуть вообщий обычно авить топ
android,кривой добавить вакансия избранный фото резюме удаляться сам
android,ставить удалять фильтр работать вакансия мой город москва
android,премия самый тошнотнный логотип однозначный факап
android,очень сырой фильтр настраивать предложение разный относиться определённый категория проверка проверить работодатель пока заметить один 10 минута
android,выбрать опыт случайно убрать выбор опыт представляться возможный вакансия хотеть просмотреть опыт
android,плохой советовать
android,база массовый вакансия специалист неинтересно сам смутить странный поиск вылетать показывать один кассир торговля интересовать расстояние поиск 30 километр максимум бред больший город расстояние второе адрес территориально распределенный компания соответствовать критерий
android,фильтр работать сплошной кадровый агенство работать геолокация живить юфо предлагаться работать ямал 99 вакансия сплошной такси полный отстой
android,искать корректно москва регион вакансия
android,мина реальновакансия август сентябрь 19год
android,сносить сразу вакансия таксист 625км бред полный
android,тупой писать свой город работа предлагать основное москва пфпросто шикарно
android,неудобно пользоваться многий нужный фильтр простой искать поисковик иметься фильтр работать например выбрать показывать предложение переезд кадровый агентство равно показывать яндекс такси москва кадровый агентство центр набор водитель весь равно право какой зарплата указать
android,недочёт например искать работа город выдавать весь россия ужасно неудобно реклама сделать работать исправить недочёт
android,туповатый поиск вакансия мало другой похожий намного система
android,избавиться рассылка почта постоять приходить отменить отписаться весь сам давать нормальный поиск ставить фильтр всеравно мимо фильтр искать вакансия твой город вирус похоже
android,жить старый оскол работа ищю наш город уренгой москва другой город
ios,мерзкий мерзкий реклама отзыв хвалебный писать сам сам выполнять функция призывать гнобить дрянь мерзкий реклама убогость неработоспособность желать разработчик мозги тупой голов вместо экскремент
ios,такси везде такси ваш держаться такси пора убрать человек писать 120к месяц понимать еле 30 месяц
ios,поставить поставить создавать новое резюме рассылка работодатель приходиться каждый выбирать иметься сделать рассылка сразу открываться новое резюме который пользоваться
android,составлять фильтр вакансия исключать разработчик программист равно показывать отфильтровать специализация
android,кой окнооткликаться чаща всплывать каждый отклик вакансия просмотреть я показывать подписка заходишьсмотришь5нов старыить который откликаться дажеа просто смотреть
android,писать ошибка регистрация че гвный
android,почему невозможно два отправить старое резюме один тот работодатель создавать другой менять немой прочитать совет отправлять 10 плохо просматривать норма
android,армения нету
android,40 минута заполнять раздел опыт работа информация сохраниться сброситься
android,обновление исчезнуть вакансия авить хотя ранний наоборот 900 стать есть есть 600 авить находить вакансия найти работа задуматься
android,написать правильноа взять заблокировать
android,платный услуга зло
android,сам неплохой ряд проблема неудобный поиск параметр поиск сбрасываться каждый нажатие кнопка назад один тот вакансия актуальный предлагать отказаться целое выбор подходящий вакансия слишком однообразный
android,сложный интерфейс попытаться сменить настройка поиск получаться следовать рекомендация сайт
android,кусок кал входить говориттзацдить гугл входить говорить зацди одноклассник конченый зря время потратить
android,полеий дно навязывать постоянно фуфёла удалить давно
ios,показывать вакансия работать просто отвратительный кривой показывать большинство страница хотя тот самый страница браузер показываться нормальный разработчик облениться очередной недообновление большинство страница вакансия показываться сказать поиск вакансия который показываться вакансия удалять мусор
ios,мочь зайти обновление мочь зайти
android,полный жить иваново настройка поставить работа радиус 10 километр выдавать москва уфа владивосток иваново знать город радиус 10 километр иваново удалять толк
android,гно
android,ужасный приложениекака город забивалвыдавать москва удалить
